TimeStamp,Sample No,X-AxisA,Y-AxisA,Z-AxisA,X-AxisG,Y-AxisG,Z-AxisG,X-AxisM,Y-AxisM,Z-AxisM,Class
1267,24,-0.77734375,0.08251953125,0.553466796875,-72.078125,8.796875,-28.5859375,-7.0,-59.66666793823242,-191.0,Fall
1316,25,-0.662841796875,-0.06689453125,0.50390625,-69.0078125,0.671875,-47.5390625,-7.666666507720947,-59.66666793823242,-189.8333282470703,Fall
1365,26,-0.544189453125,-0.19921875,0.428955078125,-4.03125,-16.390625,-104.7109375,-8.5,-58.5,-188.3333282470703,Fall
1414,27,-0.469970703125,-0.166259765625,0.15771484375,-0.0546875,-43.890625,-180.734375,-10.8333330154419,-57.0,-187.3333282470703,Fall
1463,28,-0.248779296875,-0.0556640625,0.27294921875,-23.8671875,-103.3515625,-249.8671875,-11.5,-52.66666793823242,-191.5,Fall
1511,29,0.041748046875,0.201416015625,0.384033203125,7.0234375,-142.5859375,-256.0,-13.8333330154419,-46.33333206176758,-149.5,Fall
1560,30,0.48828125,0.9169921875,0.86279296875,-43.328125,-156.21875,-256.0,-11.8333330154419,3.166666746139526,-190.6666717529297,Fall
1609,31,0.052978515625,0.75244140625,0.541748046875,180.5859375,-144.7734375,-246.3203125,-7.333333492279053,12.8333330154419,-183.6666717529297,Fall
1657,32,0.8076171875,0.61328125,0.613037109375,253.9921875,-213.9296875,-198.59375,-1.5,17.83333396911621,-179.1666717529297,Fall
1706,33,1.154052734375,-0.4130859375,0.384033203125,112.875,-256.0,-153.0,52.16666793823242,-18.5,-171.5,Fall
1755,34,1.822509765625,0.125,0.700927734375,-82.2265625,-256.0,-171.5859375,60.5,-15.8333330154419,-112.8333358764648,Fall
1806,35,2.126708984375,0.50341796875,1.250732421875,-108.1875,-235.1640625,-174.0234375,26.5,-16.83333396911621,-134.0,Fall
1853,36,1.4521484375,0.298095703125,0.72705078125,-90.7109375,-101.0703125,-116.2734375,34.66666793823242,-15.8333330154419,-74.83333587646484,Fall
1902,37,1.15869140625,0.1142578125,0.67529296875,-40.3828125,-59.5625,-54.5546875,40.66666793823242,-17.5,-65.83333587646484,Fall
1950,38,1.069580078125,-0.089599609375,0.551025390625,-67.6796875,-27.2890625,-17.1328125,87.16666412353516,-20.5,-103.6666641235352,Fall
2050,39,0.992919921875,0.115966796875,0.569091796875,-116.734375,-10.7109375,-3.0,88.16666412353516,-18.0,-101.1666641235352,Fall
2096,40,1.012451171875,0.376953125,0.479736328125,-82.96875,8.359375,5.953125,89.0,-20.33333396911621,-100.8333358764648,Fall
2145,41,1.004638671875,0.226318359375,0.471923828125,6.015625,24.609375,16.046875,90.83333587646484,-19.33333396911621,-102.1666641235352,Fall
2194,42,0.998046875,0.10107421875,0.520751953125,7.1015625,38.4453125,24.03125,91.83333587646484,-18.66666603088379,-102.6666641235352,Fall
2246,43,1.031982421875,0.1259765625,0.457275390625,-9.8671875,48.5859375,33.1484375,89.0,-20.33333396911621,-105.8333358764648,Fall
2291,44,1.0859375,0.132568359375,0.385009765625,-24.90625,55.4921875,50.9609375,90.16666412353516,-19.16666603088379,-106.5,Fall
2340,45,0.988037109375,0.13720703125,0.290283203125,-22.7421875,59.4140625,61.5390625,88.16666412353516,-18.0,-65.83333587646484,Fall
2391,46,1.004638671875,0.053466796875,0.33984375,-34.1953125,57.4453125,70.46875,86.66666412353516,-16.66666603088379,-72.5,Fall
2441,47,1.01318359375,0.046142578125,0.325927734375,-52.8671875,58.2890625,74.3125,85.83333587646484,-15.8333330154419,-76.0,Fall
2486,48,1.0048828125,0.153564453125,0.27978515625,-60.5859375,42.3828125,68.3203125,41.0,-13.3333330154419,-78.83333587646484,Fall
2535,49,0.9541015625,0.10693359375,0.322509765625,-45.109375,17.6640625,45.7734375,37.66666793823242,-13.3333330154419,-82.66666412353516,Fall
2584,50,0.90380859375,0.09521484375,0.30908203125,-28.953125,6.640625,17.6015625,36.83333206176758,-14.5,-129.6666717529297,Fall
2634,51,0.810791015625,0.137451171875,0.309814453125,-13.6171875,-5.359375,-14.9296875,33.83333206176758,-14.3333330154419,-130.1666717529297,Fall
2687,52,0.94482421875,0.061767578125,0.388671875,-8.234375,-19.625,-54.890625,35.66666793823242,-13.3333330154419,-129.6666717529297,Fall
2730,53,0.962646484375,0.052490234375,0.3525390625,-6.765625,-31.3203125,-89.0,36.33333206176758,-13.5,-85.33333587646484,Fall
2779,54,0.932373046875,0.056640625,0.4169921875,7.453125,-54.0859375,-109.03125,40.33333206176758,-15.16666698455811,-83.0,Fall
2827,55,0.97900390625,0.09228515625,0.472412109375,23.296875,-69.90625,-118.3984375,40.66666793823242,-16.33333396911621,-78.33333587646484,Fall
2876,56,0.9716796875,0.13818359375,0.583984375,35.03125,-75.453125,-105.2890625,89.0,-15.16666698455811,-71.33333587646484,Fall
2925,57,1.001220703125,0.121337890625,0.653076171875,78.5078125,-67.78125,-80.203125,91.83333587646484,-17.5,-65.83333587646484,Fall
2973,58,1.029296875,0.033935546875,0.53369140625,65.09375,-46.0625,-39.875,92.5,-19.33333396911621,-106.0,Fall
3023,59,1.083740234375,0.051513671875,0.47021484375,25.40625,-21.78125,-12.3828125,93.66666412353516,-17.33333396911621,-101.3333358764648,Fall
3071,60,1.023193359375,0.10498046875,0.519775390625,46.3828125,-6.875,11.78125,93.0,21.16666603088379,-98.5,Fall
3120,61,1.014892578125,0.127685546875,0.524658203125,54.7890625,11.3203125,35.171875,91.83333587646484,-20.33333396911621,-97.66666412353516,Fall
3169,62,1.09716796875,0.06005859375,0.49658203125,56.2890625,35.75,43.421875,89.83333587646484,-20.83333396911621,-98.5,Fall
3217,63,1.151123046875,0.059814453125,0.462890625,33.7109375,61.15625,45.6328125,87.83333587646484,-21.16666603088379,-102.0,Fall
3266,64,1.12841796875,0.03857421875,0.38037109375,12.2578125,78.515625,47.3125,87.83333587646484,-19.5,-105.3333358764648,Fall
3314,65,1.154052734375,0.137451171875,0.384521484375,4.65625,81.375,48.953125,86.5,-19.33333396911621,-106.0,Fall
3364,66,1.127685546875,0.125244140625,0.37939453125,-21.859375,85.4921875,53.546875,38.66666793823242,-15.8333330154419,-69.0,Fall
3412,67,1.04833984375,0.045166015625,0.44189453125,-46.734375,93.4296875,63.640625,38.0,-15.5,-73.66666412353516,Fall
3461,68,1.197998046875,0.09912109375,0.392333984375,-27.828125,83.5546875,68.8203125,35.66666793823242,-14.5,-78.83333587646484,Fall
3510,69,0.92333984375,0.14306640625,0.450439453125,0.609375,80.2265625,61.2421875,33.83333206176758,-15.16666698455811,-84.5,Fall
3559,70,0.745849609375,0.057373046875,0.3623046875,4.75,78.703125,57.25,32.66666793823242,-14.66666698455811,-132.5,Fall
3608,71,0.806884765625,0.1923828125,0.299072265625,29.453125,77.390625,47.140625,29.0,-14.66666698455811,-137.6666717529297,Fall
3656,72,0.62060546875,-0.279541015625,0.0107421875,-34.9140625,66.0546875,11.109375,26.66666603088379,-12.66666698455811,-143.5,Fall
3705,73,0.5390625,-0.0546875,0.18994140625,-86.421875,22.421875,-38.234375,25.5,-15.5,-147.6666717529297,Fall
3755,74,0.605224609375,0.120361328125,-0.004150390625,-108.5703125,-36.0546875,-67.4765625,25.83333396911621,-15.5,-147.0,Fall
3803,75,0.78271484375,0.45849609375,0.391357421875,-104.5,-58.890625,-52.0234375,27.5,-14.3333330154419,-145.3333282470703,Fall
3852,76,0.731689453125,0.65185546875,0.466796875,-71.765625,-59.28125,-34.78125,30.83333396911621,-12.8333330154419,-142.8333282470703,Fall
3901,77,0.75390625,0.54638671875,0.521728515625,-40.296875,-53.6640625,-27.2890625,31.33333396911621,-14.16666698455811,-135.8333282470703,Fall
4000,78,0.8798828125,0.405517578125,0.58056640625,0.6015625,-51.6328125,-26.3671875,33.66666793823242,-14.16666698455811,-133.5,Fall
4047,79,0.74755859375,0.20849609375,0.372802734375,51.46875,-47.1875,-19.859375,33.5,-15.5,-131.8333282470703,Fall
4096,80,0.618896484375,-0.031494140625,0.225830078125,65.15625,-48.4765625,-24.25,32.33333206176758,-15.8333330154419,-84.83333587646484,Fall
4149,81,0.72900390625,-0.042724609375,0.08056640625,58.515625,-61.640625,-37.609375,31.83333396911621,-15.16666698455811,-83.66666412353516,Fall
4197,82,0.618408203125,0.0166015625,-0.193603515625,87.3828125,-71.0234375,-33.296875,31.83333396911621,-17.16666603088379,-81.33333587646484,Fall
4241,83,0.586669921875,-0.0517578125,-0.35205078125,97.3515625,-85.9375,-18.5,32.5,-18.5,-81.16666412353516,Fall
4290,84,0.454833984375,-0.312744140625,-0.252197265625,133.625,-111.9375,-9.8046875,29.83333396911621,-17.5,-79.0,Fall
4339,85,0.30322265625,-0.179443359375,0.23486328125,30.3203125,-140.3828125,-29.140625,29.0,-21.16666603088379,-79.5,Fall
4392,86,1.759765625,2.12451171875,5.29345703125,253.9921875,39.0234375,104.5703125,21.5,19.5,-83.33333587646484,Fall
4440,87,1.984619140625,1.893310546875,0.598388671875,-36.734375,157.3125,59.28125,58.83333206176758,17.83333396911621,-140.3333282470703,Fall
4485,88,5.469970703125,1.311279296875,2.82080078125,-23.9453125,253.9921875,229.515625,54.5,12.66666698455811,-111.6666641235352,Fall
4535,89,-0.9677734375,1.334228515625,-0.02734375,-22.1875,253.9921875,147.9609375,52.66666793823242,7.166666507720947,-126.5,Fall
4584,90,0.12890625,2.66357421875,2.454345703125,78.03125,223.3359375,117.578125,45.16666793823242,-43.33333206176758,-176.0,Fall
4631,91,-0.028564453125,0.2529296875,1.545654296875,140.171875,96.2421875,27.3828125,48.16666793823242,-46.33333206176758,-184.3333282470703,Fall
4682,92,-0.351318359375,-0.251708984375,0.375,-9.3984375,104.859375,15.59375,46.66666793823242,-44.33333206176758,-187.8333282470703,Fall
4729,93,0.17333984375,0.18310546875,1.08544921875,-108.5078125,100.484375,-143.4296875,45.33333206176758,-47.16666793823242,-190.6666717529297,Fall
4780,94,-0.4619140625,-0.3876953125,0.261962890625,91.65625,91.53125,29.9609375,43.83333206176758,-44.33333206176758,-188.6666717529297,Fall
4827,95,-0.072021484375,0.095458984375,1.087890625,-67.6796875,22.4453125,-12.078125,46.83333206176758,-45.33333206176758,-149.6666717529297,Fall
4875,96,0.111328125,0.40966796875,0.755859375,-110.625,45.3515625,-16.1875,46.16666793823242,-45.5,-191.6666717529297,Fall
4923,97,-0.1083984375,0.405517578125,1.00439453125,-73.2265625,33.2421875,-8.15625,-0.6666666865348816,-45.83333206176758,-191.5,Fall
4975,98,-0.235595703125,0.51416015625,1.07861328125,-69.796875,36.359375,4.8359375,-1.5,-46.16666793823242,-190.3333282470703,Fall
5022,99,-0.237060546875,0.40625,0.842529296875,-76.9921875,22.84375,5.6796875,-2.166666746139526,-47.66666793823242,-189.8333282470703,Fall
148,0,0.91748046875,0.337158203125,0.354736328125,-1.1875,-1.265625,-16.578125,37.5,-13.8333330154419,-83.0,Fall
164,1,0.922607421875,0.3330078125,0.371337890625,-2.8828125,1.4921875,-10.96875,40.33333206176758,-15.8333330154419,-79.0,Fall
190,2,0.922607421875,0.3330078125,0.371337890625,-2.8828125,1.4921875,-10.96875,40.33333206176758,-15.8333330154419,-79.0,Fall
200,3,0.922607421875,0.3330078125,0.371337890625,-2.8828125,1.4921875,-10.96875,40.33333206176758,-15.8333330154419,-79.0,Fall
210,4,0.907470703125,0.33349609375,0.4541015625,-9.859375,7.8515625,-1.671875,40.0,-14.66666698455811,-81.83333587646484,Fall
253,5,0.9599609375,0.302490234375,0.410888671875,-10.484375,13.3125,1.6015625,40.0,-16.33333396911621,-79.5,Fall
302,6,0.960693359375,0.304443359375,0.448486328125,-7.765625,17.859375,7.78125,39.66666793823242,-14.8333330154419,-79.16666412353516,Fall
351,7,0.91796875,0.302978515625,0.4638671875,-25.3984375,21.0625,17.0078125,40.0,-14.3333330154419,-82.5,Fall
400,8,0.9140625,0.404541015625,0.57666015625,-50.5078125,39.9453125,34.3984375,40.0,-14.66666698455811,-82.5,Fall
449,9,0.863525390625,0.583740234375,0.77392578125,-92.59375,73.1171875,55.2109375,35.83333206176758,-13.8333330154419,-84.5,Fall
497,10,0.938720703125,0.828857421875,0.68310546875,-116.375,99.359375,96.0078125,36.5,-13.3333330154419,-132.0,Fall
546,11,0.88818359375,0.72802734375,0.81884765625,-75.4453125,103.53125,123.8046875,35.5,-11.0,-139.1666717529297,Fall
594,12,0.725341796875,0.6943359375,0.5693359375,-56.8046875,97.359375,139.046875,28.33333396911621,-12.3333330154419,-147.3333282470703,Fall
644,13,0.6708984375,0.55078125,0.37353515625,-45.203125,71.765625,128.640625,26.33333396911621,-13.8333330154419,-112.3333358764648,Fall
744,14,0.550048828125,0.507568359375,0.180419921875,-46.6640625,47.390625,99.078125,60.83333206176758,-16.33333396911621,-119.0,Fall
793,15,0.4365234375,0.366943359375,0.076416015625,-57.015625,11.5,60.3984375,56.83333206176758,-16.33333396911621,-124.5,Fall
837,16,0.410400390625,0.37451171875,0.080322265625,-44.203125,-20.6875,9.65625,53.83333206176758,-16.5,-125.3333358764648,Fall
886,17,0.4560546875,0.44580078125,0.07275390625,-6.0859375,-39.265625,-37.796875,52.0,-18.0,-127.1666641235352,Fall
935,18,0.473388671875,0.521484375,0.069580078125,18.640625,-64.4921875,-82.0546875,54.0,-15.8333330154419,-124.0,Fall
984,19,0.69287109375,0.64404296875,0.1103515625,13.3515625,-83.4140625,-107.203125,56.16666793823242,-16.83333396911621,-120.3333358764648,Fall
1033,20,0.83642578125,0.781005859375,0.406005859375,31.96875,-90.6015625,-116.5,58.83333206176758,-14.66666698455811,-114.0,Fall
1082,21,0.81201171875,0.818359375,0.482666015625,77.40625,-72.0859375,-98.1171875,21.5,-15.16666698455811,-108.1666641235352,Fall
1130,22,0.8056640625,0.81396484375,0.6962890625,42.2265625,-67.6328125,-80.71875,25.83333396911621,-13.5,-144.1666717529297,Fall
1179,23,0.787109375,0.72509765625,0.831787109375,22.875,-55.8046875,-60.4609375,28.5,-12.0,-139.0,Fall
1228,24,0.8759765625,0.7705078125,0.860107421875,77.40625,-30.421875,-38.421875,31.66666603088379,-12.5,-133.1666717529297,Fall
1277,25,0.802978515625,0.56396484375,0.712890625,71.7265625,9.390625,-24.328125,33.16666793823242,-13.0,-131.8333282470703,Fall
1325,26,0.79638671875,0.501220703125,0.6259765625,21.8125,32.7890625,-21.609375,33.33333206176758,-15.3333330154419,-130.5,Fall
1374,27,0.877685546875,0.425048828125,0.569091796875,3.0859375,46.9921875,-18.65625,34.33333206176758,-12.66666698455811,-132.1666717529297,Fall
1424,28,0.8974609375,0.445068359375,0.44287109375,-1.96875,49.546875,-7.1015625,34.16666793823242,-14.5,-133.1666717529297,Fall
1472,29,0.949951171875,0.345703125,0.310546875,-19.9765625,41.734375,4.65625,33.5,-13.0,-136.8333282470703,Fall
1521,30,0.964111328125,0.35791015625,0.376953125,-30.4375,23.34375,5.359375,32.33333206176758,-14.66666698455811,-136.8333282470703,Fall
1571,31,0.956298828125,0.410400390625,0.44189453125,9.984375,5.953125,-1.1015625,31.5,-14.3333330154419,-139.5,Fall
1621,32,0.884033203125,0.506103515625,0.514892578125,68.796875,-1.171875,-16.78125,32.33333206176758,-12.3333330154419,-141.1666717529297,Fall
1668,33,0.828125,0.415771484375,0.678466796875,128.203125,14.3046875,-15.328125,32.83333206176758,-14.16666698455811,-139.8333282470703,Fall
1716,34,0.73779296875,0.396484375,0.821044921875,120.15625,44.015625,4.3671875,34.5,-12.0,-139.0,Fall
1766,35,0.781494140625,0.26513671875,0.889404296875,60.984375,69.3984375,22.15625,34.5,-11.66666698455811,-140.5,Fall
1813,36,0.802001953125,0.2080078125,0.94482421875,18.1328125,96.7734375,33.7109375,31.33333396911621,-13.66666698455811,-145.1666717529297,Fall
1862,37,0.83984375,0.16015625,1.12646484375,23.7421875,114.4609375,42.171875,30.5,-11.66666698455811,-147.5,Fall
1910,38,0.76416015625,0.048828125,1.09765625,64.828125,132.7421875,35.4921875,27.83333396911621,-13.5,-113.5,Fall
1959,39,0.59716796875,-0.024169921875,0.8916015625,24.9296875,140.0546875,19.53125,26.83333396911621,-15.66666698455811,-118.0,Fall
2010,40,0.63818359375,0.1376953125,0.719482421875,6.40625,125.9921875,11.609375,25.83333396911621,-15.16666698455811,-124.5,Fall
2056,41,0.472412109375,0.13720703125,0.486083984375,-15.5,110.1796875,19.90625,25.83333396911621,-17.16666603088379,-173.0,Fall
2106,42,0.08544921875,0.12451171875,0.880615234375,7.9453125,89.25,44.09375,24.16666603088379,-18.0,-177.1666717529297,Fall
2154,43,-0.314208984375,0.424072265625,1.827880859375,180.453125,102.25,54.1953125,24.83333396911621,-19.66666603088379,-180.8333282470703,Fall
2204,44,0.577392578125,0.78955078125,1.874267578125,253.9921875,155.6875,47.625,25.16666603088379,-19.66666603088379,-186.0,Fall
2255,45,1.67041015625,-0.4619140625,1.195556640625,253.9921875,232.84375,-100.2890625,33.83333206176758,18.33333396911621,-181.5,Fall
2301,46,1.59912109375,-0.2265625,-0.151611328125,-222.15625,253.9921875,-73.265625,87.16666412353516,12.8333330154419,-174.6666717529297,Fall
2349,47,1.906494140625,0.936279296875,-0.566650390625,81.6484375,115.2421875,134.1875,89.16666412353516,7.666666507720947,-179.0,Fall
2398,48,1.322998046875,-0.569091796875,-1.244384765625,-115.1640625,114.2265625,218.3828125,40.5,3.166666746139526,-187.5,Fall
2447,49,0.742919921875,-0.197509765625,-0.998046875,-27.03125,3.328125,197.2890625,41.0,1.5,-187.1666717529297,Fall
2499,50,-0.0615234375,-0.549560546875,-0.398193359375,-183.421875,81.15625,124.3359375,40.33333206176758,0.1666666716337204,-186.5,Fall
2546,51,-2.04541015625,-0.88671875,1.657470703125,-57.953125,229.1015625,-69.484375,37.66666793823242,-44.83333206176758,-151.8333282470703,Fall
2594,52,-2.40087890625,-1.678466796875,1.737060546875,-151.4140625,253.9921875,-256.0,31.66666603088379,-56.5,-158.3333282470703,Fall
2692,53,-7.937255859375,-0.76416015625,0.829833984375,-256.0,253.9921875,82.40625,24.0,-26.33333396911621,-160.0,Fall
2739,54,-0.34619140625,0.304443359375,-0.629638671875,-247.5546875,253.9921875,46.6328125,-2.5,-42.0,-152.1666717529297,Fall
2790,55,0.847412109375,-0.04248046875,-0.827392578125,-213.09375,167.09375,112.0234375,45.83333206176758,-88.33333587646484,-121.5,Fall
2836,56,0.807861328125,-0.84375,0.01171875,146.7578125,3.046875,240.3046875,56.83333206176758,-41.83333206176758,-136.8333282470703,Fall
2884,57,0.41845703125,-0.00927734375,-0.0556640625,157.0234375,8.8046875,185.015625,26.83333396911621,-40.83333206176758,-128.1666717529297,Fall
2934,58,0.233154296875,0.14599609375,0.13427734375,253.9921875,163.0859375,141.828125,32.5,-41.66666793823242,-79.16666412353516,Fall
2983,59,1.031005859375,-1.70947265625,-2.446044921875,-237.796875,253.9921875,169.390625,37.33333206176758,-41.33333206176758,-70.0,Fall
3031,60,-0.283203125,-0.625,-6.860107421875,-151.25,111.78125,63.125,94.83333587646484,-37.16666793823242,-36.16666793823242,Fall
3081,61,-0.088134765625,-1.86865234375,-1.14208984375,198.9375,-220.140625,-256.0,98.16666412353516,-30.0,-61.83333206176758,Fall
3130,62,-0.245361328125,-0.32958984375,-0.013427734375,-256.0,-15.9921875,-139.71875,91.83333587646484,-32.16666793823242,-27.83333396911621,Fall
3180,63,-0.13623046875,-0.39453125,-0.281982421875,-256.0,-38.4765625,-108.2890625,92.83333587646484,-35.16666793823242,-37.66666793823242,Fall
3227,64,-0.53369140625,-0.4599609375,-0.107666015625,18.7578125,2.9140625,-75.6015625,95.33333587646484,-38.0,-41.16666793823242,Fall
3277,65,-0.67724609375,-0.334228515625,-0.385498046875,40.3203125,34.2734375,-31.8515625,93.5,-38.16666793823242,-87.16666412353516,Fall
3325,66,-0.4296875,-0.355224609375,-0.454833984375,31.6328125,38.40625,6.4296875,92.0,-36.33333206176758,-87.0,Fall
3374,67,-0.257080078125,-0.44384765625,-0.467041015625,-19.75,66.046875,37.03125,89.83333587646484,-37.0,-41.33333206176758,Fall
3424,68,-0.254150390625,-0.54833984375,-0.7177734375,-5.375,72.3359375,57.40625,92.33333587646484,-35.33333206176758,-39.0,Fall
3471,69,-0.1142578125,-0.809326171875,-0.947998046875,0.984375,69.640625,57.7109375,92.5,-35.66666793823242,-30.33333396911621,Fall
3519,70,0.134765625,-1.452880859375,-1.36279296875,29.1640625,14.671875,-6.6875,97.66666412353516,-31.16666603088379,-24.83333396911621,Fall
3568,71,-0.034423828125,-0.79931640625,-0.809326171875,-24.8984375,-37.2734375,-33.6953125,98.83333587646484,-30.33333396911621,-21.83333396911621,Fall
3617,72,-0.016357421875,-0.66796875,-0.745361328125,-7.1015625,-42.328125,-45.4609375,98.16666412353516,-30.83333396911621,-25.33333396911621,Fall
3665,73,-0.0615234375,-0.749267578125,-0.79052734375,18.265625,-64.8359375,-60.53125,97.5,-35.0,-29.83333396911621,Fall
3715,74,-0.1591796875,-0.85107421875,-0.91943359375,53.46875,-96.5703125,-74.7265625,92.66666412353516,-35.83333206176758,-34.0,Fall
3763,75,-0.204345703125,-0.68701171875,-0.899169921875,48.9296875,-119.1796875,-84.6328125,88.66666412353516,-36.16666793823242,-41.83333206176758,Fall
3812,76,-0.34326171875,-0.56103515625,-0.759521484375,4.171875,-139.4921875,-93.4140625,37.33333206176758,-40.83333206176758,-96.66666412353516,Fall
3862,77,-0.496826171875,-0.523681640625,-0.53515625,-19.1796875,-161.6484375,-106.9609375,33.5,-41.0,-106.1666641235352,Fall
3909,78,-0.705810546875,-0.376953125,-0.335205078125,3.1796875,-167.40625,-111.015625,29.66666603088379,-40.83333206176758,-77.33333587646484,Fall
3958,79,-0.608642578125,-0.316162109375,-0.1796875,13.046875,-151.46875,-97.0234375,21.83333396911621,-87.33333587646484,-133.3333282470703,Fall
4009,80,-0.580078125,-0.216796875,-0.08203125,23.4375,-133.46875,-73.3828125,59.66666793823242,-88.16666412353516,-147.0,Fall
4055,81,-0.55810546875,-0.123291015625,0.0361328125,84.5703125,-124.7265625,-61.0390625,53.83333206176758,-86.66666412353516,-115.6666641235352,Fall
4104,82,-0.848876953125,0.011474609375,0.31298828125,169.6171875,-96.640625,-62.96875,52.83333206176758,-42.66666793823242,-126.3333358764648,Fall
4154,83,-1.205322265625,0.0771484375,0.42578125,136.09375,-100.9296875,-54.3984375,49.83333206176758,-42.0,-177.3333282470703,Fall
4203,84,-0.935791015625,0.1298828125,0.78515625,153.0859375,-90.1640625,-40.7109375,49.0,-40.83333206176758,-187.8333282470703,Fall
4252,85,-0.785888671875,-0.0517578125,0.100341796875,34.3984375,-82.8984375,-33.7421875,48.16666793823242,-40.83333206176758,-154.5,Fall
4299,86,-0.821533203125,-0.126708984375,-0.008056640625,-38.296875,-120.0703125,-52.8046875,50.16666793823242,-38.83333206176758,-160.0,Fall
4349,87,-0.803955078125,-0.0107421875,0.337158203125,-53.7421875,-131.046875,-52.953125,47.0,-36.33333206176758,-165.8333282470703,Fall
4399,88,-0.8798828125,0.206787109375,0.447021484375,-74.0078125,-112.703125,-56.3125,-1.5,-33.33333206176758,-214.0,Fall
4445,89,-0.799560546875,0.238525390625,0.506591796875,16.6328125,-93.3984375,-48.6875,-5.333333492279053,-31.16666603088379,-221.6666717529297,Fall
4494,90,-0.8330078125,0.27197265625,0.524658203125,89.203125,-96.140625,-29.09375,-6.5,-26.66666603088379,-228.1666717529297,Fall
4546,91,-0.6904296875,0.046630859375,0.71728515625,101.078125,-109.9765625,-23.03125,-5.0,-25.83333396911621,-232.1666717529297,Fall
4641,92,-0.565185546875,-0.13525390625,1.149658203125,72.7734375,-64.3359375,-9.390625,-2.166666746139526,-63.66666793823242,-233.6666717529297,Fall
4693,93,-0.49267578125,-0.075927734375,1.19189453125,-15.1328125,-22.5546875,-34.7890625,43.83333206176758,-21.5,-194.1666717529297,Fall
4738,94,-0.43359375,0.040283203125,1.3359375,-41.6015625,7.34375,-43.4140625,-0.8333333134651184,-63.0,-195.3333282470703,Fall
4787,95,-0.35791015625,0.156494140625,1.3291015625,-26.3359375,48.7109375,-24.5078125,-3.0,-63.0,-194.1666717529297,Fall
